ticker,fiscal_year,total_debt,interest_expense,debt_to_asset,interest_coverage,cashflow_to_debt,revenue_trend
ODFL,2021,99947000.0,1727000.0,0.020729251874503273,805.7915460335843,12.132490219816503,
ODFL,2022,99963000.0,1563000.0,0.020659445584579043,1177.6276391554702,16.92208117003291,0.1909601151221918
ODFL,2023,79977000.0,464000.0,0.014508580937534751,3535.9331896551726,19.619828200607675,-0.06292654227735539
ODFL,2024,59987000.0,212000.0,0.010923818082654772,7283.009433962264,27.6607098204611,-0.008752245083318622
ODFL,2025,39995000.0,296000.0,0.00731148631849891,4598.125,34.25760720090011,-0.05476034470601787
ORLY,2021,3826978000.0,144768000.0,0.3265699876274746,4.668718225022104,0.8380790273683308,
ORLY,2022,4371653000.0,157720000.0,0.3461878579303941,4.3254945472990105,0.720150936041813,0.1072461645824554
ORLY,2023,5570125000.0,201668000.0,0.40150847023299585,3.5639566019398217,0.5447066268710308,0.051453521793017654
ORLY,2024,5520932000.0,222548000.0,0.3706880628580825,14.60879001383971,0.5523661584674472,3.360233193241676
ORLY,2025,6016904000.0,235064000.0,0.36381738748343007,14.7219991151346,0.45903890106938716,0.06424959447236334
REGN,2021,1980000000.0,57300000.0,0.07784610061805086,156.13961605584643,3.5764141414141415,
REGN,2022,1981400000.0,59400000.0,0.06782248540964247,79.77946127946127,2.530988190168568,-0.2425879029598611
REGN,2023,1982900000.0,73000000.0,0.05994220107496327,55.43972602739726,2.3168087145090523,0.07757395526127708
REGN,2024,1984400000.0,,0.052553801172688125,,2.2276254787341263,0.08270057634251216
REGN,2025,1985900000.0,,0.048963600904368236,,2.507125232891888,0.009921137867905827
RL,2021,1632900000.0,48500000.0,0.20702377179080825,-0.8989690721649485,0.233265968522261,
RL,2022,1136500000.0,54000000.0,0.1471254547102153,14.785185185185185,0.6299164100307963,0.413038538447555
RL,2023,1138500000.0,40400000.0,0.16768539656823037,17.43069306930693,0.36100131752305664,0.036198440138297094
RL,2024,1140500000.0,42200000.0,0.1727349831884409,17.924170616113745,0.9379219640508549,0.029145198336333777
RL,2025,742900000.0,44100000.0,0.10541625870900913,21.13605442176871,1.6625386996904026,0.06749705944446127
SAIA,2021,31008000.0,3212000.0,0.016804227069502777,104.34028642590286,12.338493292053663,
SAIA,2022,16489000.0,2611000.0,0.00758216038000469,180.19456147070088,28.687367335799625,0.21992927001482054
SAIA,2023,6315000.0,2535000.0,0.002444296930791368,181.6552268244576,91.5193982581156,0.032010807802276275
SAIA,2024,194981000.0,8930000.0,0.06156924673264375,53.993281075027994,2.9936352772834276,0.11370765865456534
SAIA,2025,163000000.0,16444000.0,0.046803023303024306,21.418146436390174,3.6501411042944785,0.007856471991608771
SGRY,2020,2792400000.0,22200000.0,0.515850144092219,8.243243243243244,0.08841856467554791,
SGRY,2021,2878400000.0,27400000.0,0.47051131162547405,11.02919708029197,0.030259866592551418,0.19622600935433576
SGRY,2022,2559000000.0,42700000.0,0.3829634396372398,8.08430913348946,0.062055490425947636,0.14120713675789842
SGRY,2023,2701800000.0,48600000.0,0.3928919394477002,6.748971193415638,0.10874231993485824,0.08033710077580425
SGRY,2024,3268900000.0,61800000.0,0.41430925221799747,5.644012944983818,0.09180458258129646,0.1352385812707324
TGT,2021,11536000000.0,977000000.0,0.22510146737433656,6.69293756397134,0.9123613037447988,
TGT,2022,13549000000.0,421000000.0,0.2517886677445132,21.24940617577197,0.6365783452653332,0.1330041363388592
TGT,2023,16009000000.0,478000000.0,0.3001593700196869,8.05020920502092,0.2509838216003498,0.02938540634875708
TGT,2024,14922000000.0,502000000.0,0.2695642748753523,11.368525896414342,0.5777375686905241,-0.015652492668621676
TGT,2025,14304000000.0,,0.2476068479634406,,0.5150307606263982,-0.007876214948050464
UHS,2021,4190288000.0,83672000.0,0.32002705455658564,16.29092169423463,0.21089123229715953,
UHS,2022,4807980000.0,126889000.0,0.35630006044083573,7.908920394990898,0.20716038752241067,0.059899224156840125
UHS,2023,4912469000.0,206674000.0,0.35170453740019225,5.687125618123228,0.2580773537705785,0.06586921623927089
UHS,2024,4504541000.0,186109000.0,0.31130747326715896,9.03671504333482,0.4588927040513118,0.10824545567083987
UHS,2025,4752551000.0,156068000.0,0.3060713273460993,12.776578158238717,0.39229394908124077,0.09710009549571685
UPS,2021,19784000000.0,694000000.0,0.28505150925725814,18.45821325648415,0.7585422563687828,
UPS,2022,19662000000.0,704000000.0,0.27644676902311455,18.599431818181817,0.7173227545519276,0.031360819020012975
UPS,2023,22264000000.0,785000000.0,0.31421031090788487,11.644585987261147,0.4598454904779015,-0.09348402399888378
UPS,2024,21284000000.0,,0.30375338946767516,,0.4755685021612479,0.0012313375404031657
UPS,2025,24127000000.0,,0.3300998768641401,,0.35023003274339953,-0.026452179642033613
WMT,2021,44309000000.0,1976000000.0,0.1754839680628604,11.410931174089068,0.814146110271051,
WMT,2022,37667000000.0,1674000000.0,0.15383076043453403,15.497013142174433,0.6419677701967239,0.022565301414001038
WMT,2023,38840000000.0,1787000000.0,0.15970591742496823,11.431449356463347,0.7425592173017508,0.06713904769956436
WMT,2024,39579000000.0,2259000000.0,0.15681123934722405,11.95750332005312,0.9026503954117082,0.06066537818482498
WMT,2025,35999000000.0,2249000000.0,0.13802080338007,13.049355269008448,1.0123336759354427,0.0496407769860745
YELL,2018,874900000.0,105800000.0,0.5410302393172964,1.3506616257088846,0.25694365070293745,
YELL,2019,862200000.0,111200000.0,0.4707359685520856,0.14568345323741008,0.02493620969612619,-0.04336213668499611
YELL,2020,1225400000.0,135900000.0,0.5606185378351176,0.4157468727005151,0.09996735759751918,-0.07339054031860737
YELL,2021,1554500000.0,150700000.0,0.6408723614775725,0.6874585268745853,0.006561595368285622,0.13472317610829254
YELL,2022,1538000000.0,162900000.0,0.6747685692975913,1.2142418661755678,0.07886866059817946,0.023995470342457637
